"COD_BR";"PAIS";"POP_2010_0_a_4_ANOS";"POP_2010_5_a_9_ANOS";"POP_2010_10_a_14_ANOS";"POP_2010_15_a_19_ANOS";"POP_2010_20_a_24_ANOS";"POP_2010_25_a_29_ANOS";"POP_2010_30_a_34_ANOS";"POP_2010_35_a_39_ANOS";"POP_2010_40_a_44_ANOS";"POP_2010_45_a_49_ANOS";"POP_2010_50_a_54_ANOS";"POP_2010_55_a_59_ANOS";"POP_2010_60_a_64_ANOS";"POP_2010_65_a_69_ANOS";"POP_2010_70_a_74_ANOS";"POP_2010_75_a_79_ANOS";"POP_2010_80_ANOS_OU_MAIS";"POP_2011_0_a_4_ANOS";"POP_2011_5_a_9_ANOS";"POP_2011_10_a_14_ANOS";"POP_2011_15_a_19_ANOS";"POP_2011_20_a_24_ANOS";"POP_2011_25_a_29_ANOS";"POP_2011_30_a_34_ANOS";"POP_2011_35_a_39_ANOS";"POP_2011_40_a_44_ANOS";"POP_2011_45_a_49_ANOS";"POP_2011_50_a_54_ANOS";"POP_2011_55_a_59_ANOS";"POP_2011_60_a_64_ANOS";"POP_2011_65_a_69_ANOS";"POP_2011_70_a_74_ANOS";"POP_2011_75_a_79_ANOS";"POP_2011_80_ANOS_OU_MAIS";"POP_2012_0_a_4_ANOS";"POP_2012_5_a_9_ANOS";"POP_2012_10_a_14_ANOS";"POP_2012_15_a_19_ANOS";"POP_2012_20_a_24_ANOS";"POP_2012_25_a_29_ANOS";"POP_2012_30_a_34_ANOS";"POP_2012_35_a_39_ANOS";"POP_2012_40_a_44_ANOS";"POP_2012_45_a_49_ANOS";"POP_2012_50_a_54_ANOS";"POP_2012_55_a_59_ANOS";"POP_2012_60_a_64_ANOS";"POP_2012_65_a_69_ANOS";"POP_2012_70_a_74_ANOS";"POP_2012_75_a_79_ANOS";"POP_2012_80_ANOS_OU_MAIS";"POP_2013_0_a_4_ANOS";"POP_2013_5_a_9_ANOS";"POP_2013_10_a_14_ANOS";"POP_2013_15_a_19_ANOS";"POP_2013_20_a_24_ANOS";"POP_2013_25_a_29_ANOS";"POP_2013_30_a_34_ANOS";"POP_2013_35_a_39_ANOS";"POP_2013_40_a_44_ANOS";"POP_2013_45_a_49_ANOS";"POP_2013_50_a_54_ANOS";"POP_2013_55_a_59_ANOS";"POP_2013_60_a_64_ANOS";"POP_2013_65_a_69_ANOS";"POP_2013_70_a_74_ANOS";"POP_2013_75_a_79_ANOS";"POP_2013_80_ANOS_OU_MAIS";"POP_2014_0_a_4_ANOS";"POP_2014_5_a_9_ANOS";"POP_2014_10_a_14_ANOS";"POP_2014_15_a_19_ANOS";"POP_2014_20_a_24_ANOS";"POP_2014_25_a_29_ANOS";"POP_2014_30_a_34_ANOS";"POP_2014_35_a_39_ANOS";"POP_2014_40_a_44_ANOS";"POP_2014_45_a_49_ANOS";"POP_2014_50_a_54_ANOS";"POP_2014_55_a_59_ANOS";"POP_2014_60_a_64_ANOS";"POP_2014_65_a_69_ANOS";"POP_2014_70_a_74_ANOS";"POP_2014_75_a_79_ANOS";"POP_2014_80_ANOS_OU_MAIS";"POP_2015_0_a_4_ANOS";"POP_2015_5_a_9_ANOS";"POP_2015_10_a_14_ANOS";"POP_2015_15_a_19_ANOS";"POP_2015_20_a_24_ANOS";"POP_2015_25_a_29_ANOS";"POP_2015_30_a_34_ANOS";"POP_2015_35_a_39_ANOS";"POP_2015_40_a_44_ANOS";"POP_2015_45_a_49_ANOS";"POP_2015_50_a_54_ANOS";"POP_2015_55_a_59_ANOS";"POP_2015_60_a_64_ANOS";"POP_2015_65_a_69_ANOS";"POP_2015_70_a_74_ANOS";"POP_2015_75_a_79_ANOS";"POP_2015_80_ANOS_OU_MAIS";"POP_2016_0_a_4_ANOS";"POP_2016_5_a_9_ANOS";"POP_2016_10_a_14_ANOS";"POP_2016_15_a_19_ANOS";"POP_2016_20_a_24_ANOS";"POP_2016_25_a_29_ANOS";"POP_2016_30_a_34_ANOS";"POP_2016_35_a_39_ANOS";"POP_2016_40_a_44_ANOS";"POP_2016_45_a_49_ANOS";"POP_2016_50_a_54_ANOS";"POP_2016_55_a_59_ANOS";"POP_2016_60_a_64_ANOS";"POP_2016_65_a_69_ANOS";"POP_2016_70_a_74_ANOS";"POP_2016_75_a_79_ANOS";"POP_2016_80_ANOS_OU_MAIS";"POP_2017_0_a_4_ANOS";"POP_2017_5_a_9_ANOS";"POP_2017_10_a_14_ANOS";"POP_2017_15_a_19_ANOS";"POP_2017_20_a_24_ANOS";"POP_2017_25_a_29_ANOS";"POP_2017_30_a_34_ANOS";"POP_2017_35_a_39_ANOS";"POP_2017_40_a_44_ANOS";"POP_2017_45_a_49_ANOS";"POP_2017_50_a_54_ANOS";"POP_2017_55_a_59_ANOS";"POP_2017_60_a_64_ANOS";"POP_2017_65_a_69_ANOS";"POP_2017_70_a_74_ANOS";"POP_2017_75_a_79_ANOS";"POP_2017_80_ANOS_OU_MAIS";"POP_2018_0_a_4_ANOS";"POP_2018_5_a_9_ANOS";"POP_2018_10_a_14_ANOS";"POP_2018_15_a_19_ANOS";"POP_2018_20_a_24_ANOS";"POP_2018_25_a_29_ANOS";"POP_2018_30_a_34_ANOS";"POP_2018_35_a_39_ANOS";"POP_2018_40_a_44_ANOS";"POP_2018_45_a_49_ANOS";"POP_2018_50_a_54_ANOS";"POP_2018_55_a_59_ANOS";"POP_2018_60_a_64_ANOS";"POP_2018_65_a_69_ANOS";"POP_2018_70_a_74_ANOS";"POP_2018_75_a_79_ANOS";"POP_2018_80_ANOS_OU_MAIS";"POP_2019_0_a_4_ANOS";"POP_2019_5_a_9_ANOS";"POP_2019_10_a_14_ANOS";"POP_2019_15_a_19_ANOS";"POP_2019_20_a_24_ANOS";"POP_2019_25_a_29_ANOS";"POP_2019_30_a_34_ANOS";"POP_2019_35_a_39_ANOS";"POP_2019_40_a_44_ANOS";"POP_2019_45_a_49_ANOS";"POP_2019_50_a_54_ANOS";"POP_2019_55_a_59_ANOS";"POP_2019_60_a_64_ANOS";"POP_2019_65_a_69_ANOS";"POP_2019_70_a_74_ANOS";"POP_2019_75_a_79_ANOS";"POP_2019_80_ANOS_OU_MAIS";"POP_2020_0_a_4_ANOS";"POP_2020_5_a_9_ANOS";"POP_2020_10_a_14_ANOS";"POP_2020_15_a_19_ANOS";"POP_2020_20_a_24_ANOS";"POP_2020_25_a_29_ANOS";"POP_2020_30_a_34_ANOS";"POP_2020_35_a_39_ANOS";"POP_2020_40_a_44_ANOS";"POP_2020_45_a_49_ANOS";"POP_2020_50_a_54_ANOS";"POP_2020_55_a_59_ANOS";"POP_2020_60_a_64_ANOS";"POP_2020_65_a_69_ANOS";"POP_2020_70_a_74_ANOS";"POP_2020_75_a_79_ANOS";"POP_2020_80_ANOS_OU_MAIS"
"1";"Brasil";14858280;15865195;17397304;17219086;17476779;17334110;15955949;14075108;13184170;11992439;10276773;8387564;6596741;4905988;3792042;2597990;2975164;14697435;15600508;17216843;17238401;17396866;17423847;16275020;14350825;13311307;12218179;10574368;8679822;6859058;5095516;3889351;2688799;3087587;14624303;15387511;16880180;17315598;17296027;17454134;16567575;14689558;13414039;12426312;10868062;8977657;7119005;5318713;3974954;2797237;3204069;14567171;15203149;16495330;17402807;17195216;17436875;16822856;15066579;13519507;12615598;11152415;9278726;7379913;5565313;4063519;2913384;3325830;14570073;15029649;16131996;17424096;17124783;17391342;17028853;15441746;13668340;12784207;11419929;9579705;7647936;5819304;4175944;3023573;3456065;14677162;14824277;15840871;17334102;17100768;17331847;17178653;15787821;13884279;12933594;11666084;9877882;7926230;6071239;4323463;3121816;3595595;14715115;14664925;15577225;17155622;17122880;17256318;17271645;16107942;14161176;13064055;11892702;10172541;8211893;6322754;4501440;3211599;3746755;14720779;14593304;15365245;16821645;17203519;17161673;17306942;16402814;14500829;13171044;12102368;10463715;8503043;6572588;4709483;3292373;3913377;14787545;14537809;15182038;16439864;17294782;17068588;17296664;16661991;14879049;13281288;12293929;10746086;8797465;6823724;4938522;3376243;4089313;14798320;14542108;15009684;16079489;17319857;17004898;17258323;16872362;15255529;13434079;12465325;11012106;9091902;7081676;5174382;3480532;4266553;14730300;14650284;14805480;15790890;17233273;16985859;17205414;17026565;15602995;13652508;12617802;11257270;9383724;7349241;5408657;3614384;4441046
